"Game","GameTime","Player","PropType","MarketType","Line","Odds","Bookmaker","Timestamp"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_points","Under","20.5","1.56","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_points","Over","21.5","2.7","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_points","Under","21.5","1.43","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_points","Over","22.5","3.05","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_points","Under","22.5","1.36","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Over","22.5","1.4","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Under","22.5","2.85","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Over","23.5","1.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Under","23.5","2.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Over","24.5","1.61","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Under","24.5","2.25","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Over","25.5","1.74","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Under","25.5","2.05","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Over","26.5","1.91","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Under","26.5","1.83","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Over","27.5","2.1","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Under","27.5","1.69","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Over","28.5","2.35","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Under","28.5","1.56","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Over","29.5","2.6","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Under","29.5","1.47","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Over","30.5","2.9","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_points","Under","30.5","1.38","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Over","9.5","1.36","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Under","9.5","3.05","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Over","10.5","1.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Under","10.5","2.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Over","11.5","1.69","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Under","11.5","2.1","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Over","12.5","1.91","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Under","12.5","1.83","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Over","13.5","2.2","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Under","13.5","1.62","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Over","14.5","2.55","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Under","14.5","1.48","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Over","15.5","3.0","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_points","Under","15.5","1.36","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mitchell Robinson","player_points","Over","3.5","1.56","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mitchell Robinson","player_points","Under","3.5","2.35","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mitchell Robinson","player_points","Over","4.5","1.91","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mitchell Robinson","player_points","Under","4.5","1.83","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mitchell Robinson","player_points","Over","5.5","2.35","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mitchell Robinson","player_points","Under","5.5","1.56","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mitchell Robinson","player_points","Over","6.5","3.0","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mitchell Robinson","player_points","Under","6.5","1.36","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Over","12.5","1.38","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Under","12.5","2.9","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Over","13.5","1.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Under","13.5","2.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Over","14.5","1.67","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Under","14.5","2.15","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Over","15.5","1.87","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Under","15.5","1.87","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Over","16.5","2.1","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Under","16.5","1.69","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Over","17.5","2.4","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Under","17.5","1.54","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Over","18.5","2.75","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","OG Anunoby","player_points","Under","18.5","1.42","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Over","10.5","1.36","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Under","10.5","3.05","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Over","11.5","1.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Under","11.5","2.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Over","12.5","1.67","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Under","12.5","2.15","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Over","13.5","1.87","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Under","13.5","1.87","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Over","14.5","2.15","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Under","14.5","1.67","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Over","15.5","2.45","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Under","15.5","1.53","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Over","16.5","2.85","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Reed Sheppard","player_points","Under","16.5","1.4","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Over","6.5","1.47","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Under","6.5","2.6","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Over","7.5","1.69","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Under","7.5","2.1","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Over","8.5","1.95","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Under","8.5","1.8","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Over","9.5","2.3","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Under","9.5","1.59","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Over","10.5","2.75","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Tari Eason","player_points","Under","10.5","1.42","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Alperen Sengun","player_rebounds","Over","7.5","1.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Alperen Sengun","player_rebounds","Under","7.5","2.5","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Alperen Sengun","player_rebounds","Over","8.5","1.83","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Alperen Sengun","player_rebounds","Under","8.5","1.91","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Alperen Sengun","player_rebounds","Over","9.5","2.35","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Alperen Sengun","player_rebounds","Under","9.5","1.56","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Alperen Sengun","player_rebounds","Over","10.5","3.15","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Alperen Sengun","player_rebounds","Under","10.5","1.33","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Amen Thompson","player_rebounds","Over","6.5","1.48","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Amen Thompson","player_rebounds","Under","6.5","2.55","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Amen Thompson","player_rebounds","Over","7.5","1.83","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Amen Thompson","player_rebounds","Under","7.5","1.91","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Amen Thompson","player_rebounds","Over","8.5","2.4","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Amen Thompson","player_rebounds","Under","8.5","1.54","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jabari Smith Jr","player_rebounds","Over","5.5","1.45","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jabari Smith Jr","player_rebounds","Under","5.5","2.65","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jabari Smith Jr","player_rebounds","Over","6.5","1.83","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jabari Smith Jr","player_rebounds","Under","6.5","1.91","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jabari Smith Jr","player_rebounds","Over","7.5","2.45","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jabari Smith Jr","player_rebounds","Under","7.5","1.53","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jalen Brunson","player_rebounds","Over","2.5","1.69","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jalen Brunson","player_rebounds","Under","2.5","2.1","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jalen Brunson","player_rebounds","Over","3.5","2.55","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Jalen Brunson","player_rebounds","Under","3.5","1.48","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Josh Hart","player_rebounds","Over","5.5","1.42","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Josh Hart","player_rebounds","Under","5.5","2.75","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Josh Hart","player_rebounds","Over","6.5","1.77","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Josh Hart","player_rebounds","Under","6.5","2.0","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Josh Hart","player_rebounds","Over","7.5","2.3","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Josh Hart","player_rebounds","Under","7.5","1.59","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_rebounds","Over","9.5","1.45","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_rebounds","Under","9.5","2.65","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_rebounds","Over","10.5","1.74","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_rebounds","Under","10.5","2.05","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_rebounds","Over","11.5","2.15","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_rebounds","Under","11.5","1.67","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_rebounds","Over","12.5","2.7","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Karl-Anthony Towns","player_rebounds","Under","12.5","1.43","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_rebounds","Over","3.5","1.36","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_rebounds","Under","3.5","3.05","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_rebounds","Over","4.5","1.77","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_rebounds","Under","4.5","2.0","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_rebounds","Over","5.5","2.45","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Kevin Durant","player_rebounds","Under","5.5","1.53","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_rebounds","Over","2.5","1.56","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_rebounds","Under","2.5","2.35","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_rebounds","Over","3.5","2.3","Bovada","2026-03-31 11:24:25"
"New York Knicks @ Houston Rockets","2026-04-01T00:10:00Z","Mikal Bridges","player_rebounds","Under","3.5","1.59","Bovada","2026-03-31 11:24:25"
