site,player,stat,line,sport,matched,reason,bestOddsLine,bestOddsPlayerNorm,matchType,altDelta
prizepicks,VJ Edgecombe + Julian Champagnie,rebounds,10.5,NBA,N,no_candidate,,,,
prizepicks,Harrison Barnes,pra,10.5,NBA,N,no_candidate,,,,
prizepicks,De'Aaron Fox,rebounds_assists,9.5,NBA,N,no_candidate,,,,
prizepicks,Dominick Barlow,points,9.5,NBA,Y,ok,9.5,dominick barlow,main,0.00
prizepicks,Julian Champagnie,points,9.5,NBA,Y,ok,9.5,julian champagnie,main,0.00
prizepicks,VJ Edgecombe,rebounds_assists,9,NBA,Y,ok,8.5,vj edgecombe,main,0.00
prizepicks,Trendon Watford,points,8,NBA,Y,ok,8.5,trendon watford,main,0.00
prizepicks,Andre Drummond,points,7.5,NBA,Y,ok,7.5,andre drummond,main,0.00
prizepicks,Dylan Harper,rebounds_assists,7.5,NBA,Y,ok,7.5,dylan harper,main,0.00
prizepicks,Quentin Grimes,rebounds_assists,7,NBA,Y,ok,7.5,quentin grimes,main,0.00
prizepicks,De'Aaron Fox,assists,6,NBA,N,no_candidate,,,,
prizepicks,Devin Vassell,rebounds_assists,6,NBA,Y,ok,5.5,devin vassell,main,0.00
prizepicks,Tyrese Maxey + Devin Vassell,threes,5.5,NBA,N,no_candidate,,,,
prizepicks,Tyrese Maxey + Julian Champagnie,threes,5.5,NBA,N,no_candidate,,,,
prizepicks,Luke Kornet,points,5.5,NBA,N,line_diff,4.5,luke kornet,,
prizepicks,Tyrese Maxey + Victor Wembanyama,threes,5,NBA,N,no_candidate,,,,
prizepicks,VJ Edgecombe,rebounds,5,NBA,Y,ok,5.5,vj edgecombe,main,0.00
prizepicks,Julian Champagnie,rebounds,5,NBA,Y,ok,4.5,julian champagnie,main,0.00
prizepicks,Stephon Castle,rebounds,4.5,NBA,Y,ok,4.5,stephon castle,main,0.00
prizepicks,VJ Edgecombe + Julian Champagnie,threes,4.5,NBA,N,no_candidate,,,,
prizepicks,Trendon Watford,rebounds,4.5,NBA,Y,ok,4.5,trendon watford,main,0.00
prizepicks,Keldon Johnson,rebounds,4,NBA,Y,ok,3.5,keldon johnson,main,0.00
prizepicks,Dylan Harper,assists,4,NBA,Y,ok,3.5,dylan harper,main,0.00
prizepicks,Tyrese Maxey,rebounds,3.5,NBA,Y,ok,3.5,tyrese maxey,main,0.00
prizepicks,Devin Vassell,rebounds,3.5,NBA,Y,ok,3.5,devin vassell,main,0.00
prizepicks,Quentin Grimes,rebounds,3.5,NBA,Y,ok,3.5,quentin grimes,main,0.00
prizepicks,Luka Dončić,pra,47.5,NBA,Y,ok,47,luka doncic,main,0.00
prizepicks,LeBron James + Trey Murphy,points,44.5,NBA,N,no_candidate,,,,
prizepicks,LeBron James + Zion Williamson,points,42.5,NBA,N,no_candidate,,,,
prizepicks,Austin Reaves + Zion Williamson,points,40.5,NBA,N,no_candidate,,,,
prizepicks,Austin Reaves + Trey Murphy,points,40.5,NBA,N,no_candidate,,,,
prizepicks,Luka Dončić,points_assists,39.5,NBA,Y,ok,39.5,luka doncic,main,0.00
prizepicks,Luka Dončić,points_rebounds,39,NBA,Y,ok,38.5,luka doncic,main,0.00
prizepicks,LeBron James,pra,33.5,NBA,Y,ok,33,lebron james,main,0.00
prizepicks,Austin Reaves + Dejounte Murray,points,33.5,NBA,N,no_candidate,,,,
prizepicks,Luka Dončić,points,30.5,NBA,Y,ok,30.5,luka doncic,main,0.00
prizepicks,Zion Williamson,pra,29.5,NBA,Y,ok,30,zion williamson,main,0.00
prizepicks,Trey Murphy,pra,28.5,NBA,Y,ok,28,trey murphy,main,0.00
prizepicks,Austin Reaves,pra,28,NBA,N,line_diff,29,austin reaves,,
prizepicks,LeBron James,points_assists,27.5,NBA,Y,ok,27.5,lebron james,main,0.00
prizepicks,LeBron James,points_rebounds,27,NBA,Y,ok,26.5,lebron james,main,0.00
prizepicks,Zion Williamson,points_rebounds,26.5,NBA,Y,ok,26.5,zion williamson,main,0.00
prizepicks,Austin Reaves,points_assists,24.5,NBA,Y,ok,24.5,austin reaves,main,0.00
prizepicks,Austin Reaves,points_rebounds,24.5,NBA,Y,ok,24.5,austin reaves,main,0.00
prizepicks,Trey Murphy,points_assists,24.5,NBA,Y,ok,24.5,trey murphy,main,0.00
prizepicks,Trey Murphy,points_rebounds,24.5,NBA,N,line_diff,25.5,trey murphy,,
prizepicks,Dejounte Murray,pra,23.5,NBA,N,line_diff,22,dejounte murray,,
prizepicks,Zion Williamson,points_assists,23.5,NBA,N,line_diff,24.5,zion williamson,,
prizepicks,Saddiq Bey,pra,23.5,NBA,Y,ok,23,saddiq bey,main,0.00
prizepicks,LeBron James,points,21.5,NBA,Y,ok,21.5,lebron james,main,0.00
prizepicks,Saddiq Bey,points_rebounds,21.5,NBA,Y,ok,21.5,saddiq bey,main,0.00
prizepicks,Trey Murphy,points,21,NBA,Y,ok,21.5,trey murphy,main,0.00
prizepicks,Austin Reaves,points,20.5,NBA,N,line_diff,19.5,austin reaves,,
prizepicks,Zion Williamson,points,20.5,NBA,Y,ok,20.5,zion williamson,main,0.00
prizepicks,Dejounte Murray,points_assists,19.5,NBA,N,line_diff,18.5,dejounte murray,,
prizepicks,Saddiq Bey,points_assists,18.5,NBA,Y,ok,18.5,saddiq bey,main,0.00
prizepicks,Deandre Ayton,pra,17.5,NBA,Y,ok,18,deandre ayton,main,0.00
prizepicks,Dejounte Murray,points_rebounds,17.5,NBA,Y,ok,17.5,dejounte murray,main,0.00
prizepicks,Jeremiah Fears,pra,17.5,NBA,Y,ok,18,jeremiah fears,main,0.00
prizepicks,Deandre Ayton,points_rebounds,17,NBA,Y,ok,16.5,deandre ayton,main,0.00
prizepicks,Derik Queen,pra,16.5,NBA,Y,ok,16,derik queen,main,0.00
prizepicks,Saddiq Bey,points,16.5,NBA,Y,ok,16.5,saddiq bey,main,0.00
prizepicks,Luka Dončić,rebounds_assists,16,NBA,Y,ok,16.5,luka doncic,main,0.00
prizepicks,Jeremiah Fears,points_assists,15.5,NBA,Y,ok,15.5,jeremiah fears,main,0.00
prizepicks,Jeremiah Fears,points_rebounds,15,NBA,Y,ok,15.5,jeremiah fears,main,0.00
prizepicks,Herbert Jones,pra,14.5,NBA,Y,ok,14,herbert jones,main,0.00
prizepicks,Dejounte Murray,points,13.5,NBA,Y,ok,13.5,dejounte murray,main,0.00
prizepicks,Derik Queen,points_rebounds,13.5,NBA,Y,ok,13.5,derik queen,main,0.00
prizepicks,Marcus Smart,pra,12.5,NBA,Y,ok,12,marcus smart,main,0.00
prizepicks,Luke Kennard,pra,12.5,NBA,N,no_candidate,,,,
prizepicks,Deandre Ayton + Derik Queen,rebounds,12.5,NBA,N,no_candidate,,,,
prizepicks,Luka Dončić + Derik Queen,rebounds,12,NBA,N,no_candidate,,,,
prizepicks,Herbert Jones,points_assists,11.5,NBA,Y,ok,11.5,herbert jones,main,0.00
prizepicks,Herbert Jones,points_rebounds,11.5,NBA,Y,ok,11.5,herbert jones,main,0.00
prizepicks,LeBron James,rebounds_assists,11.5,NBA,Y,ok,11.5,lebron james,main,0.00
prizepicks,Derik Queen,points_assists,11.5,NBA,Y,ok,11.5,derik queen,main,0.00
prizepicks,Jeremiah Fears,points,11.5,NBA,N,line_diff,12.5,jeremiah fears,,
prizepicks,Rui Hachimura,points_rebounds,11.5,NBA,N,line_diff,10.5,rui hachimura,,
prizepicks,LeBron James + Dejounte Murray,assists,11.5,NBA,N,no_candidate,,,,
prizepicks,Jake LaRavia,pra,10.5,NBA,N,no_candidate,,,,
prizepicks,Jaxson Hayes,pra,10.5,NBA,N,no_candidate,,,,
prizepicks,Marcus Smart,points_rebounds,10,NBA,Y,ok,9.5,marcus smart,main,0.00
prizepicks,Deandre Ayton,points,9.5,NBA,Y,ok,9.5,deandre ayton,main,0.00
prizepicks,Marcus Smart,points_assists,9.5,NBA,Y,ok,9.5,marcus smart,main,0.00
prizepicks,Jake LaRavia,points_rebounds,9.5,NBA,Y,ok,9.5,jake laravia,main,0.00
prizepicks,Austin Reaves + Dejounte Murray,assists,9.5,NBA,N,no_candidate,,,,
prizepicks,LeBron James + Trey Murphy,assists,9.5,NBA,N,no_candidate,,,,
prizepicks,LeBron James + Jeremiah Fears,assists,9.5,NBA,N,no_candidate,,,,
prizepicks,Jaxson Hayes,points_rebounds,9.5,NBA,Y,ok,9.5,jaxson hayes,main,0.00
prizepicks,Dejounte Murray,rebounds_assists,9,NBA,Y,ok,9.5,dejounte murray,main,0.00
prizepicks,Luka Dončić,assists,8.5,NBA,Y,ok,8.5,luka doncic,main,0.00
prizepicks,Zion Williamson,rebounds_assists,8.5,NBA,Y,ok,8.5,zion williamson,main,0.00
prizepicks,Herbert Jones,points,8.5,NBA,N,line_diff,9.5,herbert jones,,
prizepicks,Rui Hachimura,points,8.5,NBA,Y,ok,8.5,rui hachimura,main,0.00
prizepicks,Rui Hachimura,points_assists,8.5,NBA,N,no_candidate,,,,
prizepicks,Derik Queen,points,8.5,NBA,Y,ok,8.5,derik queen,main,0.00
prizepicks,Austin Reaves,rebounds_assists,8,NBA,Y,ok,8.5,austin reaves,main,0.00
prizepicks,Luka Dončić + Trey Murphy,threes,7.5,NBA,N,no_candidate,,,,
prizepicks,Trey Murphy,rebounds_assists,7.5,NBA,Y,ok,7.5,trey murphy,main,0.00
prizepicks,Marcus Smart,points,7,NBA,Y,ok,7.5,marcus smart,main,0.00
prizepicks,Deandre Ayton,rebounds,7,NBA,Y,ok,7.5,deandre ayton,main,0.00
prizepicks,LeBron James,assists,6.5,NBA,Y,ok,6.5,lebron james,main,0.00
prizepicks,LeBron James,rebounds,5.5,NBA,Y,ok,5.5,lebron james,main,0.00
prizepicks,Luka Dončić + Dejounte Murray,threes,5.5,NBA,N,no_candidate,,,,
prizepicks,Austin Reaves + Trey Murphy,threes,5.5,NBA,N,no_candidate,,,,
prizepicks,LeBron James + Trey Murphy,threes,5.5,NBA,N,no_candidate,,,,
prizepicks,Marcus Smart,rebounds_assists,4.5,NBA,Y,ok,4.5,marcus smart,main,0.00
prizepicks,Jake LaRavia,rebounds_assists,4.5,NBA,N,no_candidate,,,,
prizepicks,Saddiq Bey,rebounds,4.5,NBA,Y,ok,4.5,saddiq bey,main,0.00
prizepicks,Trey Murphy,rebounds,4,NBA,Y,ok,3.5,trey murphy,main,0.00
prizepicks,Austin Reaves,rebounds,4,NBA,N,juice,4.5,austin reaves,,
prizepicks,Austin Reaves,assists,4,NBA,Y,ok,4.5,austin reaves,main,0.00
prizepicks,Trey Murphy,assists,3.5,NBA,Y,ok,3.5,trey murphy,main,0.00
prizepicks,Dejounte Murray,threes,1.5,NBA,Y,ok,1.5,dejounte murray,main,0.00
prizepicks,Luke Kennard,threes,1.5,NBA,Y,ok,1.5,luke kennard,main,0.00
prizepicks,Deandre Ayton,steals,0.5,NBA,N,no_candidate,,,,
prizepicks,Derik Queen,steals,0.5,NBA,N,no_candidate,,,,
prizepicks,Rui Hachimura,steals,0.5,NBA,N,no_candidate,,,,
prizepicks,Devin Booker,pra,32.5,NBA,Y,ok,33,devin booker,main,0.00
prizepicks,Nique Clifford + Jalen Green,points,31.5,NBA,N,no_candidate,,,,
prizepicks,Maxime Raynaud + Jalen Green,points,31,NBA,N,no_candidate,,,,
prizepicks,Nique Clifford + Grayson Allen,points,30,NBA,N,no_candidate,,,,
prizepicks,Devin Booker,points_assists,29.5,NBA,Y,ok,29.5,devin booker,main,0.00
prizepicks,Maxime Raynaud + Grayson Allen,points,29.5,NBA,N,no_candidate,,,,
prizepicks,Nique Clifford + Collin Gillespie,points,27.5,NBA,N,no_candidate,,,,
prizepicks,Devin Booker,points_rebounds,26.5,NBA,N,line_diff,27.5,devin booker,,
prizepicks,Jalen Green,pra,24.5,NBA,Y,ok,25,jalen green,main,0.00
prizepicks,Maxime Raynaud,pra,24.5,NBA,Y,ok,25,maxime raynaud,main,0.00
prizepicks,Collin Gillespie,pra,23.5,NBA,Y,ok,24,collin gillespie,main,0.00
prizepicks,Devin Booker,points,23.5,NBA,Y,ok,23.5,devin booker,main,0.00
prizepicks,Grayson Allen,pra,23.5,NBA,Y,ok,24,grayson allen,main,0.00
prizepicks,Maxime Raynaud,points_rebounds,22.5,NBA,Y,ok,22.5,maxime raynaud,main,0.00
prizepicks,Russell Westbrook,pra,22.5,NBA,Y,ok,22,russell westbrook,main,0.00
prizepicks,Jalen Green,points_assists,21.5,NBA,Y,ok,21.5,jalen green,main,0.00
prizepicks,Jalen Green,points_rebounds,21.5,NBA,Y,ok,21.5,jalen green,main,0.00
prizepicks,Nique Clifford,pra,21.5,NBA,Y,ok,21,nique clifford,main,0.00
prizepicks,Grayson Allen,points_assists,20.5,NBA,Y,ok,20.5,grayson allen,main,0.00
prizepicks,Grayson Allen,points_rebounds,20.5,NBA,Y,ok,20.5,grayson allen,main,0.00
prizepicks,Precious Achiuwa,pra,20.5,NBA,Y,ok,21,precious achiuwa,main,0.00
prizepicks,Mark Williams,pra,20,NBA,N,no_candidate,,,,
prizepicks,Collin Gillespie,points_assists,19.5,NBA,Y,ok,19.5,collin gillespie,main,0.00
prizepicks,DeMar DeRozan,pra,19.5,NBA,Y,ok,20,demar derozan,main,0.00
prizepicks,Collin Gillespie,points_rebounds,18.5,NBA,N,line_diff,19.5,collin gillespie,,
prizepicks,Nique Clifford,points_rebounds,18.5,NBA,Y,ok,18.5,nique clifford,main,0.00
prizepicks,Precious Achiuwa,points_rebounds,18.5,NBA,N,line_diff,19.5,precious achiuwa,,
prizepicks,Russell Westbrook,points_assists,18.5,NBA,Y,ok,18.5,russell westbrook,main,0.00
prizepicks,DeMar DeRozan,points_assists,17.5,NBA,Y,ok,17.5,demar derozan,main,0.00
prizepicks,Jalen Green,points,17.5,NBA,Y,ok,17.5,jalen green,main,0.00
prizepicks,Russell Westbrook,points_rebounds,17.5,NBA,Y,ok,17.5,russell westbrook,main,0.00
prizepicks,Maxime Raynaud + Mark Williams,rebounds,17.5,NBA,N,no_candidate,,,,
prizepicks,DeMar DeRozan,points_rebounds,16.5,NBA,Y,ok,16.5,demar derozan,main,0.00
prizepicks,Grayson Allen,points,16.5,NBA,Y,ok,16.5,grayson allen,main,0.00
prizepicks,Nique Clifford,points_assists,16.5,NBA,Y,ok,16.5,nique clifford,main,0.00
prizepicks,Royce O'Neale,pra,16.5,NBA,N,no_candidate,,,,
prizepicks,Precious Achiuwa + Mark Williams,rebounds,15.5,NBA,N,no_candidate,,,,
prizepicks,Collin Gillespie,points,14.5,NBA,Y,ok,14.5,collin gillespie,main,0.00
prizepicks,Maxime Raynaud,points_assists,14.5,NBA,Y,ok,14.5,maxime raynaud,main,0.00
prizepicks,Oso Ighodaro,pra,14.5,NBA,N,no_candidate,,,,
prizepicks,Malik Monk,pra,14.5,NBA,N,no_candidate,,,,
prizepicks,DeMar DeRozan,points,13.5,NBA,Y,ok,13.5,demar derozan,main,0.00
prizepicks,Nique Clifford,points,13.5,NBA,Y,ok,13.5,nique clifford,main,0.00
prizepicks,Royce O'Neale,points_rebounds,13.5,NBA,N,no_candidate,,,,
prizepicks,Russell Westbrook,points,13.5,NBA,Y,ok,13.5,russell westbrook,main,0.00
prizepicks,Malik Monk,points_assists,13.5,NBA,N,no_candidate,,,,
prizepicks,Maxime Raynaud,points,12.5,NBA,Y,ok,12.5,maxime raynaud,main,0.00
prizepicks,Oso Ighodaro,points_rebounds,12.5,NBA,Y,ok,12.5,oso ighodaro,main,0.00
prizepicks,Precious Achiuwa,points_assists,12.5,NBA,Y,ok,12.5,precious achiuwa,main,0.00
prizepicks,Daeqwon Plowden,pra,12.5,NBA,N,no_candidate,,,,
prizepicks,Maxime Raynaud,rebounds_assists,11.5,NBA,Y,ok,11.5,maxime raynaud,main,0.00
prizepicks,Royce O'Neale,points_assists,11.5,NBA,N,no_candidate,,,,
prizepicks,Mark Williams,points_assists,11.5,NBA,N,no_candidate,,,,
prizepicks,Ryan Dunn,pra,11.5,NBA,N,no_candidate,,,,
prizepicks,Malik Monk,points_rebounds,11.5,NBA,N,no_candidate,,,,
prizepicks,Mark Williams,points,11,NBA,Y,ok,11.5,mark williams,main,0.00
prizepicks,Precious Achiuwa,points,11,NBA,Y,ok,10.5,precious achiuwa,main,0.00
prizepicks,Daeqwon Plowden,points_rebounds,10.5,NBA,N,no_candidate,,,,
prizepicks,Malik Monk,points,10.5,NBA,Y,ok,10.5,malik monk,main,0.00
prizepicks,Devin Carter,points_rebounds,10.5,NBA,N,no_candidate,,,,
prizepicks,Russell Westbrook + Devin Booker,assists,10,NBA,N,no_candidate,,,,
prizepicks,Maxime Raynaud,rebounds,9.5,NBA,N,line_diff,10.5,maxime raynaud,,
prizepicks,Devin Booker,rebounds_assists,9,NBA,Y,ok,8.5,devin booker,main,0.00
prizepicks,Russell Westbrook + Collin Gillespie,assists,9,NBA,N,no_candidate,,,,
prizepicks,Collin Gillespie,rebounds_assists,9,NBA,Y,ok,8.5,collin gillespie,main,0.00
prizepicks,Nique Clifford,rebounds_assists,8.5,NBA,Y,ok,8.5,nique clifford,main,0.00
prizepicks,Royce O'Neale,points,8.5,NBA,N,no_candidate,,,,
prizepicks,Russell Westbrook,rebounds_assists,8.5,NBA,Y,ok,8.5,russell westbrook,main,0.00
prizepicks,Mark Williams,rebounds,8,NBA,Y,ok,8.5,mark williams,main,0.00
prizepicks,DeMar DeRozan + Collin Gillespie,assists,8,NBA,N,no_candidate,,,,
prizepicks,Royce O'Neale,rebounds_assists,7.5,NBA,N,no_candidate,,,,
prizepicks,Precious Achiuwa,rebounds,7.5,NBA,N,line_diff,8.5,precious achiuwa,,
prizepicks,Daeqwon Plowden,points,7.5,NBA,N,no_candidate,,,,
prizepicks,Devin Carter,points,7.5,NBA,N,no_candidate,,,,
prizepicks,Grayson Allen,rebounds_assists,6.5,NBA,Y,ok,6.5,grayson allen,main,0.00
prizepicks,Jalen Green,rebounds_assists,6.5,NBA,Y,ok,6.5,jalen green,main,0.00
prizepicks,Ryan Dunn,points_assists,6.5,NBA,N,no_candidate,,,,
prizepicks,Oso Ighodaro,rebounds,5.5,NBA,Y,ok,5.5,oso ighodaro,main,0.00
prizepicks,DeMar DeRozan,rebounds_assists,5.5,NBA,Y,ok,5.5,demar derozan,main,0.00
prizepicks,Ryan Dunn,points,5.5,NBA,Y,ok,5.5,ryan dunn,main,0.00
prizepicks,Russell Westbrook + Collin Gillespie,threes,5,NBA,N,no_candidate,,,,
prizepicks,Nique Clifford,rebounds,5,NBA,Y,ok,4.5,nique clifford,main,0.00
prizepicks,Collin Gillespie,assists,4.5,NBA,Y,ok,4.5,collin gillespie,main,0.00
prizepicks,Russell Westbrook,assists,4.5,NBA,Y,ok,4.5,russell westbrook,main,0.00
prizepicks,Royce O'Neale,rebounds,4.5,NBA,N,no_candidate,,,,
prizepicks,Ryan Dunn,rebounds,4.5,NBA,Y,ok,4.5,ryan dunn,main,0.00
prizepicks,Malik Monk,rebounds_assists,4.5,NBA,N,no_candidate,,,,
prizepicks,Russell Westbrook + Jalen Green,threes,4,NBA,N,no_candidate,,,,
prizepicks,Jalen Green,rebounds,3.5,NBA,Y,ok,3.5,jalen green,main,0.00
prizepicks,Russell Westbrook,rebounds,3.5,NBA,Y,ok,3.5,russell westbrook,main,0.00
prizepicks,Malik Monk,threes,1.5,NBA,Y,ok,1.5,malik monk,main,0.00
prizepicks,Mark Williams,steals,0.5,NBA,N,no_candidate,,,,
prizepicks,Ryan Dunn,steals,0.5,NBA,N,no_candidate,,,,
prizepicks,Daeqwon Plowden,steals,0.5,NBA,N,no_candidate,,,,
